courseId	semester	crn	title	instructor
MUS323	201910	12820	Music History III	McIntire, D
MUS324	201910	14750	Electronics for Music Apps	McIntire, D
MUS336	201910	14977	Fundamentals of Conducting	Harrelson, R
MUS338	201910	11244	Concert Chorale	Hepworth, E
MUS340	201910	11245	Renaissance Singers	Hepworth, E
MUS341	201910	14756	Vocal Jazz Ensemble	Holeman, M
MUS343	201910	14757	Brass Ensemble	Harrelson, R
MUS344	201910	11247	Jazz Ensemble	Long, B
MUS344	201910	11248	Jazz Ensemble	Long, B
MUS344	201910	11249	Jazz Ensemble Jazz Combo	Long, B
MUS345	201910	11250	Percussion Ensemble	Knight, J
MUS346	201910	11251	Orchestra	McNeela, R
MUS346	201910	11251	Orchestra	McNeela, R
MUS347	201910	11252	Wind Ensemble	Hinton, J
MUS353	201910	14751	Single Reed Methods & Material	Long, B
MUS357	201910	12346	Theory and Analysis 4	Hamm, C
MUS358	201910	12347	Aural Training 4	Hamm, C
MUS360	201910	14752	Mus Technology Res and Eval	McIntire, D
MUS361	201910	14581	Jazz Improvisation 2	Long, B
MUS370	201910	11257	Applied Euphonium:Major Instru	Harrelson, R
MUS370	201910	11280	Applied Euphonium:Major Instru	Harrelson, R
MUS371	201910	14535	Applied French Horn:Major Inst	Misko, K
MUS371	201910	14536	Applied French Horn:Major Inst	Misko, K
MUS372	201910	14539	Applied Trombone:Major Instrum	Harrelson, R
MUS372	201910	11287	Applied Trombone:Major Instrum	Harrelson, R
MUS373	201910	11292	Applied Trumpet:Major Instrum	Molloy, S
MUS373	201910	11289	Applied Trumpet:Major Instrum	Molloy, S
MUS374	201910	11294	Applied Tuba:Major Instrum	Harrelson, R
MUS374	201910	11295	Applied Tuba:Major Instrum	Harrelson, R
MUS375	201910	11298	Applied Percussion:Major Instr	Knight, J
MUS375	201910	11303	Applied Percussion:Major Instr	Knight, J
MUS375	201910	14746	Applied Percussion:Major Instr	Rogers, D
MUS375	201910	14747	Applied Percussion:Major Instr	Rogers, D
MUS376	201910	14542	Applied Cello:Major Instrumen	Karakus, E
MUS376	201910	14089	Applied Cello:Major Instrumen	Karakus, E
MUS377	201910	14547	Applied Double Bass:Major Inst	Albright, J
MUS377	201910	14548	Applied Double Bass:Major Inst	Albright, J
MUS378	201910	11329	Applied Guitar:Major Instrumen	Riley, J
MUS378	201910	11330	Applied Guitar:Major Instrumen	Riley, J
MUS379	201910	14555	Applied Viola:Major Instrument	McNeela, R
MUS379	201910	14556	Applied Viola:Major Instrument	McNeela, R
MUS380	201910	14559	Applied Violin:Major Instrumen	McNeela, R
MUS380	201910	14078	Applied Violin:Major Instrumen	McNeela, R
MUS381	201910	14565	Applied Bassoon:Major Instrume	Yeager, R
MUS381	201910	14566	Applied Bassoon:Major Instrume	Yeager, R
MUS382	201910	11339	Applied Clarinet:Major Instrum	Yeager, R
MUS382	201910	11340	Applied Clarinet:Major Instrum	Yeager, R
MUS383	201910	14569	Applied Flute:Major Instrument	Zuptich, L
MUS383	201910	11342	Applied Flute:Major Instrument	Zuptich, L
MUS384	201910	14573	Applied Oboe:Major Instrument	Yeager, R
MUS384	201910	14574	Applied Oboe:Major Instrument	Yeager, R
MUS385	201910	11345	Applied Saxophone:Major Instru	Long, B
MUS385	201910	11346	Applied Saxophone:Major Instru	Long, B
MUS388	201910	11349	Applied Piano:Major Instrument	Edwards, T
MUS388	201910	11350	Applied Piano:Major Instrument	Edwards, T
MUS388	201910	14514	Applied Piano:Major Instrument	May, N
MUS388	201910	14515	Applied Piano:Major Instrument	May, N
MUS388	201910	14766	Applied Piano:Major Instrument	Holeman, M
MUS388	201910	14767	Applied Piano:Major Instrument	Holeman, M
MUS389	201910	11351	Applied Voice:Major Instrument	Hindemith, P
MUS389	201910	11352	Applied Voice:Major Instrument	Hindemith, P
MUS389	201910	14484	Applied Voice:Major Instrument	Mathers, J
MUS389	201910	14485	Applied Voice:Major Instrument	Mathers, J
MUS389	201910	14486	Applied Voice:Major Instrument	Agnew, S
MUS389	201910	14487	Applied Voice:Major Instrument	Agnew, S
MUS389	201910	14488	Applied Voice:Major Instrument	Holeman, M
MUS389	201910	14489	Applied Voice:Major Instrument	Holeman, M
MUS389	201910	14490	Applied Voice:Major Instrument	Thompson, L
MUS389	201910	14491	Applied Voice:Major Instrument	Thompson, L
MUS389	201910	14492	Applied Voice:Major Instrument	Birger, E
MUS389	201910	14493	Applied Voice:Major Instrument	Birger, E
MUS389	201910	14494	Applied Voice:Major Instrument	Zuptich, L
MUS389	201910	14495	Applied Voice:Major Instrument	Zuptich, L
MUS389	201910	14637	Applied Voice:Major Instrument	Ragland, J
MUS389	201910	14638	Applied Voice:Major Instrument	Ragland, J
MUS390	201910	11353	Junior Recital	Harrelson, R
MUS390	201910	14811	Junior Recital	Agnew, S
MUS390	201910	14814	Junior Recital	Albright, J
MUS390	201910	14817	Junior Recital	Birger, E
MUS390	201910	14820	Junior Recital	Edwards, T
MUS390	201910	14823	Junior Recital	Karakus, E
MUS390	201910	14826	Junior Recital	Hindemith, P
MUS390	201910	14829	Junior Recital	Holeman, M
MUS390	201910	14832	Junior Recital	Knight, J
MUS390	201910	14835	Junior Recital	Long, B
MUS390	201910	14838	Junior Recital	Mathers, J
MUS390	201910	14841	Junior Recital	May, N
MUS390	201910	14844	Junior Recital	McNeela, R
MUS390	201910	14847	Junior Recital	Misko, K
MUS390	201910	14850	Junior Recital	Molloy, S
MUS390	201910	14853	Junior Recital	Ragland, J
MUS390	201910	14856	Junior Recital	Riley, J
MUS390	201910	14859	Junior Recital	Rogers, D
MUS390	201910	14862	Junior Recital	Thompson, L
MUS390	201910	14865	Junior Recital	Yeager, R
MUS390	201910	14868	Junior Recital	Zuptich, L
MUS390	201910	11354	Junior Recital (Honors)	Harrelson, R
MUS400	201910	14429	Audio Recording and Analysis 1	McIntire, D
MUS406	201910	11356	Composition	McIntire, D
MUS406	201910	11357	Composition (Honors)	McIntire, D
MUS415	201910	14753	Jazz History	Long, B
MUS440	201910	11359	Commercial Music Practicum	McIntire, D
MUS441	201910	14430	Advanced Choral Conducting	Hepworth, E
MUS450	201910	11361	Independent Research/Project	Gay, N
MUS450	201910	11362	Independent Research/Project	Harrelson, R
MUS450	201910	11363	Independent Research/Project	Harrelson, R
MUS450	201910	11364	Independent Research/Project	Harrelson, R
MUS450	201910	11365	Independent Research/Project	Harrelson, R
MUS450	201910	11366	Ind Research/Project (Honors)	Harrelson, R
MUS450	201910	11367	Ind Research/Project (Honors)	Harrelson, R
MUS450	201910	11368	Ind Research/Project (Honors)	Harrelson, R
MUS450	201910	11369	Ind Research/Project (Honors)	Harrelson, R
MUS450	201910	11370	Ind Research/Project (Honors)	Harrelson, R
MUS467	201910	14431	Middle/High Sch Choral Methods	Hepworth, E
MUS468	201910	11372	Mid/High Sch Instrumental Meth	Hinton, J
MUS470	201910	11373	Applied Euphonium:Major Instru	Harrelson, R
MUS470	201910	11374	Applied Euphonium:Major Instru	Harrelson, R
MUS471	201910	14537	Applied French Horn:Major Inst	Misko, K
MUS471	201910	14538	Applied French Horn:Major Inst	Misko, K
MUS472	201910	11377	Applied Trombone:Major Instrum	Harrelson, R
MUS472	201910	11378	Applied Trombone:Major Instrum	Harrelson, R
MUS473	201910	14540	Applied Trumpet:Major Instrum	Molloy, S
MUS473	201910	14541	Applied Trumpet:Major Instrum	Molloy, S
MUS474	201910	11381	Applied Tuba:Major Instrum	Harrelson, R
MUS474	201910	11382	Applied Tuba:Major Instrum	Harrelson, R
MUS475	201910	11383	Applied Percussion:Major Instr	Knight, J
MUS475	201910	11384	Applied Percussion:Major Instr	Knight, J
MUS475	201910	14578	Applied Percussion:Major Instr	Rogers, D
MUS475	201910	14579	Applied Percussion:Major Instr	Rogers, D
MUS476	201910	14543	Applied Cello:Major Instrumen	Karakus, E
MUS476	201910	14544	Applied Cello:Major Instrumen	Karakus, E
MUS477	201910	14549	Applied Double Bass:Major Inst	Albright, J
MUS477	201910	14550	Applied Double Bass:Major Inst	Albright, J
MUS478	201910	11389	Applied Guitar:Major Instrumen	Riley, J
MUS478	201910	11390	Applied Guitar:Major Instrumen	Riley, J
MUS479	201910	14557	Applied Viola:Major Instrument	McNeela, R
MUS479	201910	14558	Applied Viola:Major Instrument	McNeela, R
MUS480	201910	14560	Applied Violin:Major Instrumen	McNeela, R
MUS480	201910	11394	Applied Violin:Major Instrumen	McNeela, R
MUS481	201910	14567	Applied Bassoon:Major Instrume	Yeager, R
MUS481	201910	11396	Applied Bassoon:Major Instrume	Yeager, R
MUS482	201910	11397	Applied Clarinet:Major Instrum	Yeager, R
MUS482	201910	14568	Applied Clarinet:Major Instrum	Yeager, R
MUS483	201910	14060	Applied Flute:Major Instrument	Zuptich, L
MUS483	201910	13672	Applied Flute:Major Instrument	Zuptich, L
MUS484	201910	14575	Applied Oboe:Major Instrument	Yeager, R
MUS484	201910	14576	Applied Oboe:Major Instrument	Yeager, R
MUS485	201910	14580	Applied Saxophone:Major Instru	Long, B
MUS485	201910	11404	Applied Saxophone:Major Instru	Long, B
MUS488	201910	11407	Applied Piano:Major Instrument	Edwards, T
MUS488	201910	11408	Applied Piano:Major Instrument	Edwards, T
MUS488	201910	14516	Applied Piano:Major Instrument	May, N
MUS488	201910	14517	Applied Piano:Major Instrument	May, N
MUS488	201910	14768	Applied Piano:Major Instrument	Holeman, M
MUS488	201910	14769	Applied Piano:Major Instrument	Holeman, M
MUS489	201910	11409	Applied Voice:Major Instrument	Hindemith, P
MUS489	201910	11410	Applied Voice:Major Instrument	Hindemith, P
MUS489	201910	14496	Applied Voice:Major Instrument	Mathers, J
MUS489	201910	14497	Applied Voice:Major Instrument	Mathers, J
MUS489	201910	14498	Applied Voice:Major Instrument	Agnew, S
MUS489	201910	14499	Applied Voice:Major Instrument	Agnew, S
MUS489	201910	14500	Applied Voice:Major Instrument	Holeman, M
MUS489	201910	14501	Applied Voice:Major Instrument	Holeman, M
MUS489	201910	14502	Applied Voice:Major Instrument	Thompson, L
MUS489	201910	14503	Applied Voice:Major Instrument	Thompson, L
MUS489	201910	14504	Applied Voice:Major Instrument	Birger, E
MUS489	201910	14505	Applied Voice:Major Instrument	Birger, E
MUS489	201910	14506	Applied Voice:Major Instrument	Zuptich, L
MUS489	201910	14507	Applied Voice:Major Instrument	Zuptich, L
MUS489	201910	14639	Applied Voice:Major Instrument	Ragland, J
MUS489	201910	14640	Applied Voice:Major Instrument	Ragland, J
MUS490	201910	11411	Senior Recital	Harrelson, R
MUS490	201910	14812	Senior Recital	Agnew, S
MUS490	201910	14815	Senior Recital	Albright, J
MUS490	201910	14818	Senior Recital	Birger, E
MUS490	201910	14821	Senior Recital	Edwards, T
MUS490	201910	14824	Senior Recital	Karakus, E
MUS490	201910	14827	Senior Recital	Hindemith, P
MUS490	201910	14830	Senior Recital	Holeman, M
MUS490	201910	14833	Senior Recital	Knight, J
MUS490	201910	14836	Senior Recital	Long, B
MUS490	201910	14839	Senior Recital	Mathers, J
MUS490	201910	14842	Senior Recital	May, N
MUS490	201910	14845	Senior Recital	McNeela, R
MUS490	201910	14848	Senior Recital	Misko, K
MUS490	201910	14851	Senior Recital	Molloy, S
MUS490	201910	14854	Senior Recital	Ragland, J
MUS490	201910	14857	Senior Recital	Riley, J
MUS490	201910	14860	Senior Recital	Rogers, D
MUS490	201910	14863	Senior Recital	Thompson, L
MUS490	201910	14866	Senior Recital	Yeager, R
MUS490	201910	14869	Senior Recital	Zuptich, L
MUS490	201910	11412	Senior Recital (Honors)	Harrelson, R
MUS491	201910	11413	Senior Recital	Harrelson, R
MUS491	201910	14813	Senior Recital	Agnew, S
MUS491	201910	14816	Senior Recital	Albright, J
MUS491	201910	14819	Senior Recital	Birger, E
MUS491	201910	14822	Senior Recital	Edwards, T
MUS491	201910	14825	Senior Recital	Karakus, E
MUS491	201910	14828	Senior Recital	Hindemith, P
MUS491	201910	14831	Senior Recital	Holeman, M
MUS491	201910	14834	Senior Recital	Knight, J
MUS491	201910	14837	Senior Recital	Long, B
MUS491	201910	14840	Senior Recital	Mathers, J
MUS491	201910	14843	Senior Recital	May, N
MUS491	201910	14846	Senior Recital	McNeela, R
MUS491	201910	14849	Senior Recital	Misko, K
MUS491	201910	14852	Senior Recital	Molloy, S
MUS491	201910	14855	Senior Recital	Ragland, J
MUS491	201910	14858	Senior Recital	Riley, J
MUS491	201910	14861	Senior Recital	Rogers, D
MUS491	201910	14864	Senior Recital	Thompson, L
MUS491	201910	14867	Senior Recital	Yeager, R
MUS491	201910	14870	Senior Recital	Zuptich, L
MUS491	201910	11414	Senior Recital (Honors)	Harrelson, R
MUS494	201910	11415	Topics and Proj/Mus Tech	McIntire, D
MUS495	201910	11416	Senior Portfolio	McIntire, D
ALH106	201910	10683	Medical Terminology	Foster, S
ALH106	201910	10684	Medical Terminology	Fast, K
ALH330	201910	14954	Intro to Epidemiology and Bios	Staff
ALH350	201910	14045	Intro to Population Health	Sansone, F
ALH351	201910	14531	Applied Pop Health Mgmt Lab	Sansone, F
ALH352	201910	10686	Applied Nutrition	Kendall, H
ALH402	201910	14047	Population Health Internship	Sansone, F
HIF200	201910	14262	Health Care Delivery Systems	Foster, S
HIF275	201910	14263	Coding and Class Systems I	Kennebeck, J
HIF276	201910	14264	Coding and Class Systems I Lab	Kennebeck, J
HIF300	201910	11945	Health Data Management	Fast, K
HIF310	201910	11948	Clinical Classification System	Foster, S
HIF330	201910	14265	Legal/Ethical Healthcare Mgmt	Staff
HIF371	201910	14266	Professional Mgmt Experience I	Fast, K
HIF410	201910	12299	Human Resources/Oper Mgmt	Fast, K
HIF420	201910	12300	Clinical Data Management	King, C
HIF430	201910	12301	Applied Health Informatics	Fast, K
NUR300	201910	14269	Strategies for Success in Nurs	Baldwin, J
NUR302	201910	13830	Intro to Standard-Based Nurs	Stewart, S
NUR303	201910	13831	Intro to Clinical Nursing	Stewart, S
NUR303	201910	13831	Intro to Clinical Nursing	Stewart, S
NUR303	201910	13942	Intro to Clinical Nursing	Anderson, A
NUR303	201910	13942	Intro to Clinical Nursing	Anderson, A
NUR303	201910	13945	Intro to Clinical Nursing	Knorr, A
NUR303	201910	13945	Intro to Clinical Nursing	Knorr, A
NUR303	201910	13947	Intro to Clinical Nursing	Staff
NUR303	201910	13947	Intro to Clinical Nursing	Staff
NUR303	201910	13948	Intro to Clinical Nursing	Romero, K
NUR303	201910	13948	Intro to Clinical Nursing	Romero, K
NUR306	201910	13832	Holistic Assessment	Quenstedt-Moe, G
NUR308	201910	13833	Prof Concepts in Nursing	Nold, L
NUR314	201910	10883	Quantitative Analysis	Brooks, E
NUR334	201910	10890	Pharmacology I	Campbell, C
NUR336	201910	10891	Pharmacology II	Varghese, L
NUR363	201910	14175	Adult Health I	Baldwin, J
NUR364	201910	14177	Adult Health Clinical I	Varghese, L
NUR364	201910	14178	Adult Health Clinical I	Roach, M
NUR364	201910	14179	Adult Health Clinical I	Staff
NUR364	201910	14180	Adult Health Clinical I	Stone, S
NUR364	201910	14181	Adult Health Clinical I	Cooper, K
NUR364	201910	14182	Adult Health Clinical I	Buck, L
NUR384	201910	13185	Bridge Baccalaureate Nursing	Harris, C
NUR385	201910	12649	Health Promotion/Assessment	Morsbach, J
NUR395	201910	10899	Nursing Research in Practice	Yeh, P
NUR395	201910	13596	Nursing Research in Practice	Staff
NUR395	201910	13686	Nursing Research (Honors)	Yeh, P
NUR402	201910	14654	Maternal/Newborn Nursing	Morsbach, J
NUR402	201910	14218	Maternal/Newborn Nursing	Morsbach, J
NUR402	201910	14221	Maternal/Newborn Nursing	Hemme, A
NUR402	201910	14222	Maternal/Newborn Nursing	Calloway, D
NUR403	201910	14223	Pediatric Nursing	Nold, L
NUR403	201910	14224	Pediatric Nursing	Nold, L
NUR403	201910	14225	Pediatric Nursing	Staff
NUR403	201910	14226	Pediatric Nursing	Pontius, C
NUR422	201910	14227	Adult Health II	Kendall, H
NUR423	201910	14229	Adult Health Clinical II	Kendall, H
NUR423	201910	14231	Adult Health Clinical II	Kendall, H
NUR423	201910	14232	Adult Health Clinical II	Kendall, H
NUR423	201910	14233	Adult Health Clinical II	Brewer, A
NUR424	201910	14234	Care Coord Across Lifespan	Sansone, F
NUR435	201910	10910	Mental Health Nursing	Campbell, C
NUR435	201910	10913	Mental Health Nursing	Yeh, P
NUR435	201910	10915	Mental Health Nursing	Campbell, C
NUR435	201910	10916	Mental Health Nursing	Staff
NUR453	201910	10934	Community and Population Hlth	Skinner, H
NUR459	201910	10937	Research Application	Stewart, S
NUR459	201910	10938	Research Application	Yeh, P
NUR459	201910	10939	Research Application	Yeh, P
NUR459	201910	14235	Research Application	Skinner, H
NUR459	201910	10941	Research Application	Campbell, C
NUR459	201910	14236	Research Application	Morsbach, J
NUR459	201910	14237	Research Application	Quenstedt-Moe, G
NUR459	201910	14238	Research Application	Baldwin, J
NUR459	201910	11958	Research Application	Romero, K
NUR459	201910	13687	Research Application (Honors)	Staff
NUR474	201910	10942	Nursing Leadership & Mgt.	McDaniel, D
NUR474	201910	11956	Nursing Leadership & Mgt.	Harris, C
NUR475	201910	10943	Senior Capstone Clinical	Williams, M
NUR475	201910	10944	Senior Capstone Clinical	McDaniel, D
NUR475	201910	11637	Senior Capstone Clinical	Skinner, H
NUR475	201910	11638	Senior Capstone Clinical	Brooks, E
NUR479	201910	13951	RN-BSN Capstone Clinical	Romero, K
NUR479	201910	13952	RN-BSN Capstone Clinical	Romero, K
NUR488	201910	10945	Nursing Senior Seminar	Baldwin, J
NUR492	201910	13713	Selected Topics In Nursing	Romero, K
NUR492	201910	14057	Selected Topics In Nursing	Harris, C
NUR501	201910	11705	Foundations Nsng Leadership	Brose, C
NUR502	201910	13269	Advanced Health Assessment	Quenstedt-Moe, G
NUR505	201910	14267	Nursing Seminar I	Harris, C
NUR507	201910	14985	Statistics for Decision Supp	Brooks, E
NUR606	201910	12423	Informatics for Decision Supp	Staff
NUR607	201910	12647	Leadership - Financial Mgt.	Pepper, R
NUR608	201910	13546	Curriculum and Program Develop	Brose, C
NUR618	201910	14050	Heal Prom & Dis Prev Div Pop	Quenstedt-Moe, G
NUR624	201910	13190	Nursing Seminar II	Staff
NUR624	201910	14155	Nursing Seminar II	Staff
NUR624	201910	14156	Nursing Seminar II	Baldwin, J
NUR624	201910	14157	Nursing Seminar II	Harris, C
NUR624	201910	14158	Nursing Seminar II	McDaniel, D
NUR624	201910	14596	Nursing Seminar II	Staff
NUR650	201910	14582	Nurse Leader Internship	Brooks, E
NUR650	201910	14597	Nurse Leader Internship	Baldwin, J
NUR650	201910	14598	Nurse Leader Internship	Harris, C
NUR650	201910	14971	Nurse Leader Internship	Kendall, H
NUR650	201910	14972	Nurse Leader Internship	Quenstedt-Moe, G
PTA100	201910	12083	Intro To Physical Therapy	Raffensperger, M
PTA110	201910	12084	Patient Care Skills	Hardwick, C
PTA110	201910	12085	Patient Care Skills	Hardwick, C
PTA110	201910	12085	Patient Care Skills	Hardwick, C
PTA110	201910	12085	Patient Care Skills	Hardwick, C
PTA110	201910	12085	Patient Care Skills	Hardwick, C
PTA120	201910	12086	Modalities	Raffensperger, M
PTA120	201910	12087	Modalities	Raffensperger, M
PTA120	201910	12087	Modalities	Raffensperger, M
PTA120	201910	12087	Modalities	Raffensperger, M
PTA120	201910	12087	Modalities	Raffensperger, M
PTA130	201910	12088	Functional Anatomy	Raffensperger, M
PTA130	201910	12088	Functional Anatomy	Raffensperger, M
PTA130	201910	12089	Functional Anatomy	Raffensperger, M
PTA130	201910	12089	Functional Anatomy	Raffensperger, M
PTA130	201910	12089	Functional Anatomy	Raffensperger, M
PTA130	201910	12089	Functional Anatomy	Raffensperger, M
PTA255	201910	12794	Clinical Orthopedics	Raffensperger, M
PTA255	201910	12795	Clinical Orthopedics	Raffensperger, M
PTA255	201910	12795	Clinical Orthopedics	Raffensperger, M
PTA260	201910	12293	Clinical Neurology	Hardwick, C
PTA260	201910	12294	Clinical Neurology	Hardwick, C
LDR140	201910	14444	Introduction to Leadership	Nabors, M
PSY101	201910	13353	General Psychology	Henry, K
PSY101	201910	14186	General Psychology	Rieck, S
PSY101	201910	14187	General Psychology	England, B
PSY101	201910	14188	General Psychology	Rieck, S
PSY101	201910	13357	General Psychology	Henry, K
PSY101	201910	13358	General Psychology (Honors)	England, B
PSY140	201910	14189	Psych Devel for Educators	Ziemer, C
PSY140	201910	14190	Psych Devel for Educators	Ziemer, C
PSY200	201910	13359	Intermediate Psychology	White, C
PSY200	201910	14191	Intermediate Psychology	White, C
PSY230	201910	14961	Psychology of Communication	Mandracchia, J
PSY240	201910	13362	Life-Span Developmental	Ziemer, C
PSY300	201910	13363	Intro Psychological Statistics	Cronk, B
PSY300	201910	13364	Intro Psychological Statistics	Cronk, B
PSY301	201910	13365	Psychology Research Methods	Rieck, S
PSY303	201910	13787	Psychology Research Team	Deka, T
PSY303	201910	13787	Psychology Research Team	Deka, T
PSY303	201910	14735	Psychology Research Team	Henry, K
PSY303	201910	14209	Psychology Research Team	Rieck, S
PSY303	201910	14209	Psychology Research Team	Rieck, S
PSY309	201910	13369	Abnormal Psychology	Mandracchia, J
PSY319	201910	13370	Child/Adolescent Psychology	Deka, T
PSY325	201910	14733	Psychology of Personality	Mandracchia, J
PSY340	201910	14737	Cognitive Psychology	England, B
PSY355	201910	13781	Sensation and Perception	Ziemer, C
PSY365	201910	14436	Social Psychology	Henry, K
PSY400	201910	14734	Intro Psy Testng and Assessmnt	Mandracchia, J
PSY419	201910	14982	Animal Behavior	Jedlicka, J
PSY419	201910	14983	Animal Behavior	Jedlicka, J
PSY420	201910	13375	Practicum in Psychology	Mandracchia, J
PSY430	201910	13376	History and Systems in Psych	White, C
PSY450	201910	13377	Independent Research/Project	Cronk, B
PSY450	201910	13378	Independent Research/Project	Cronk, B
PSY450	201910	13379	Independent Research/Project	Cronk, B
PSY450	201910	13381	Ind Research/Project (Honors)	Cronk, B
PSY490	201910	13784	Senior Seminar	England, B
CIN100	201910	13977	Introduction to Film	Hanson, R
CIN120	201910	13978	Film Theory and Criticism	Lawrence, T
CIN220	201910	14876	Film Studies	Hanson, R
CIN253	201910	14880	Audio Production	Robertson, J
CIN255	201910	14020	Editing I	Lawrence, T
CIN280	201910	14420	Portfolio I	Hanson, R
CIN345	201910	14421	Production II	Hanson, R
CIN345	201910	14421	Production II	Hanson, R
CIN410	201910	14878	Production	Hanson, R
CIN442	201910	14879	Advanced Screenwriting	Lawrence, T
CIN450	201910	14101	Independent Project	Hanson, R
CIN477	201910	14021	Directing	Lawrence, T
CIN480	201910	14422	Portfolio II	Hanson, R
DAN101	201910	14014	Beginning Dance	Staff
DAN110	201910	13667	Tap Dance I	Mallory, M
DAN111	201910	14881	Jazz Dance I	Mallory, M
THR113	201910	11187	Introduction to Theatre	Quillin, H
THR113	201910	13708	Introduction to Theatre	Hanson, S
THR113	201910	12697	Introduction to Theatre	Hanson, S
THR126	201910	14886	Stage Movement Workshop	Staff
THR140	201910	11185	Production Participation	Scroggs, M
THR221	201910	14414	Technical Production 1	Stover, J
THR228	201910	12169	Acting I	Mallory, M
THR228	201910	14413	Acting I	Quillin, H
THR281	201910	14418	Sophomore Portfolio	Hanson, S
THR348	201910	12307	Directing for the Stage I	Quillin, H
THR367	201910	14883	History of Theatre	Quillin, H
THR368	201910	14887	History of Musical Theatre	Mallory, M
THR450	201910	13675	Independent Project	Stover, J
THR480	201910	10879	Senior Portfolio	Stover, J
CED159	201910	14668	Vol Train: Dom & Sex Viol Advo	Turner, C
CED249	201910	14667	American Sign Language	Ballard, T
